manufacturer,model,description,transmission,engineCapacityCc,fuelType,litresPer100kmUrban,litresPer100kmExtraUrban,litresPer100kmCombined,kgCO2PerKm,noiseLeveldBA,gCOPerKm,gHCPerKm,gNOxPerKm,gParticulatesPerKm,units,source
BMW,1 Series E87,116i,M5,1596,Petrol,10.5,5.9,7.5,0.181,73.0,0.260,0.048,0.035,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,118i,M5,1995,Petrol,10.1,5.7,7.3,0.176,72.0,0.511,0.057,0.007,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,118i,A6,1995,Petrol,10.7,6.1,7.8,0.188,70.0,0.383,0.048,0.015,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,118d - up to February 2005,M6,1995,Diesel,7.7,4.5,5.6,0.150,72.0,0.319,-,0.166,0.021,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,118d - from March 2005,M6,1995,Diesel,7.7,4.5,5.6,0.150,72.0,0.290,-,0.166,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120i,M6,1995,Petrol,10.5,5.9,7.5,0.181,74.0,0.493,0.045,0.038,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120i,A6,1995,Petrol,11.0,6.2,7.9,0.190,71.0,0.467,0.054,0.019,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120d - up to February 2005,M6,1995,Diesel,7.7,4.6,5.7,0.152,73.0,0.168,-,0.200,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120d - up to February 2005,A6,1995,Diesel,8.7,5.5,6.6,0.176,69.0,0.073,-,0.214,0.024,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120d - from March 2005,M6,1995,Diesel,7.7,4.6,5.7,0.152,73.0,0.153,-,0.200,0.013,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,1 Series E87,120d - from March 2005,A6,1995,Diesel,8.7,5.5,6.6,0.176,69.0,0.066,-,0.214,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,318 Ci Coupé - from March 2005,M5,1995,Petrol,10.4,5.7,7.4,0.180,73.0,0.518,0.042,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,318 Ci Coupé - from March 2005,A5,1995,Petrol,11.2,6.3,8.1,0.196,74.0,0.320,0.048,0.039,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Ci Coupé - from March 2005,M5,2171,Petrol,12.2,6.9,8.9,0.213,74.0,0.122,0.031,0.061,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Ci Coupé - from March 2005,A5,2171,Petrol,13.1,7.3,9.4,0.226,73.0,0.273,0.029,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Cd Coupé - up to February 2005,M6,1995,Diesel,7.9,4.5,5.7,0.153,73.0,0.071,-,0.222,0.024,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Cd Coupé - from March 2005,M6,1995,Diesel,7.9,4.5,5.7,0.153,73.0,0.071,-,0.222,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Coupé - from March 2005,M5,2494,Petrol,12.8,6.9,9.0,0.217,73.0,0.184,0.028,0.006,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Coupé - SMG - from March 2005,M6,2494,Petrol,12.8,6.9,9.0,0.217,73.0,0.184,0.028,0.006,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Coupé - from March 2005,A5,2494,Petrol,13.5,7.2,9.5,0.229,72.0,0.167,0.032,0.020,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Coupé - from March 2005,M6,2979,Petrol,12.8,6.9,9.1,0.218,74.0,0.130,0.017,0.008,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Coupé - SMG - from March 2005,M6,2979,Petrol,12.8,6.9,9.1,0.218,74.0,0.130,0.017,0.008,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Coupé - from March 2005,A5,2979,Petrol,14.0,7.0,9.6,0.230,74.0,0.094,0.016,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Cd Coupé,M6,2993,Diesel,9.1,5.2,6.6,0.177,74.0,0.232,-,0.183,0.016,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,M3 Coupé - from March 2005,M6,3246,Petrol,20.4,9.3,13.4,0.323,75.0,0.438,0.078,0.051,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,M3 Coupé-SMG - from March 2005,M6,3246,Petrol,20.4,9.3,13.4,0.323,75.0,0.438,0.078,0.051,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,318 Ci Convertible - from March 2005,M5,1995,Petrol,10.8,6.1,7.8,0.190,73.0,0.518,0.042,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,318 Ci Convertible - from March 2005,A5,1995,Petrol,11.6,6.6,8.4,0.203,74.0,0.320,0.048,0.039,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Ci Convertible - from March 2005,M5,2171,Petrol,12.8,7.4,9.4,0.225,74.0,0.122,0.031,0.061,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Ci Convertible - from March 2005,A5,2171,Petrol,13.5,7.7,9.8,0.236,73.0,0.273,0.029,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,320 Cd Convertible,M6,1995,Diesel,8.5,5.0,6.3,0.167,74.0,0.084,-,0.200,0.019,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Convertible - from March 2005,M5,2494,Petrol,13.2,7.5,9.6,0.230,73.0,0.184,0.028,0.006,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Convertible - SMG - from March 2005,M6,2494,Petrol,13.2,7.5,9.6,0.230,73.0,0.184,0.028,0.006,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,325 Ci Convertible - from March 2005,A5,2494,Petrol,13.9,7.6,9.9,0.239,72.0,0.167,0.032,0.020,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Convertible - from March 2005,M6,2979,Petrol,13.4,7.3,9.6,0.229,74.0,0.130,0.017,0.008,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Convertible - SMG - from March 2005,M6,2979,Petrol,13.4,7.3,9.6,0.229,74.0,0.130,0.017,0.008,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Ci Convertible - from March 2005,A5,2979,Petrol,14.9,7.5,10.2,0.244,74.0,0.094,0.016,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330 Cd Convertible,M6,2993,Diesel,9.5,5.6,7.0,0.187,74.0,0.232,-,0.183,0.016,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,M3 Convertible - from March 2005,M6,3246,Petrol,20.6,9.5,13.6,0.328,75.0,0.438,0.078,0.051,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,M3 Convertible-SMG - from March 2005,M6,3246,Petrol,20.6,9.5,13.6,0.328,75.0,0.438,0.078,0.051,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330d Saloon,M6,2993,Diesel,9.1,5.2,6.6,0.177,74.0,0.232,-,0.183,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E46,330d Touring,M6,2993,Diesel,9.4,5.3,6.8,0.182,74.0,0.232,-,0.183,0.016,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,320i Saloon,M6,1995,Petrol,10.7,5.6,7.4,0.178,72.0,0.450,0.064,0.032,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,320i Saloon,A6,1995,Petrol,11.0,6.2,7.9,0.190,71.0,0.223,0.063,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,320d Saloon,M6,1995,Diesel,7.8,4.5,5.7,0.153,73.0,0.080,-,0.182,0.019,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,320d Saloon,A6,1995,Diesel,9.1,5.3,6.7,0.179,73.0,0.031,-,0.201,0.017,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,325i Saloon,M6,2497,Petrol,12.1,6.2,8.4,0.203,73.0,0.209,0.059,0.014,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,325i Saloon,A6,2497,Petrol,12.9,6.7,9.0,0.218,69.0,0.070,0.082,0.043,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,330i Saloon,M6,2996,Petrol,12.7,6.4,8.7,0.210,73.0,0.357,0.070,0.025,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,3 Series E90,330i Saloon,A6,2996,Petrol,12.9,6.8,9.0,0.216,74.0,0.182,0.091,0.056,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,523i Saloon - from March 2005,M6,2497,Petrol,12.1,6.4,8.5,0.205,70.0,0.311,0.049,0.014,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,523i Saloon - from March 2005,A6,2497,Petrol,13.4,6.9,9.3,0.224,69.0,0.222,0.065,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,525i Saloon - from March 2005,M6,2497,Petrol,12.4,6.5,8.7,0.210,72.0,0.359,0.049,0.012,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,525i Saloon - from March 2005,A6,2497,Petrol,13.5,7.0,9.4,0.227,71.0,0.196,0.069,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Saloon - from March 2005,M6,2996,Petrol,12.6,6.6,8.8,0.212,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Saloon-SMG - from March 2005,M6,2996,Petrol,12.6,6.6,8.8,0.212,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Saloon - from March 2005,A6,2996,Petrol,13.6,6.8,9.3,0.224,70.0,0.221,0.069,0.052,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530d Saloon,M6,2993,Diesel,9.4,5.2,6.7,0.179,75.0,0.327,-,0.222,0.001,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530d Saloon,A6,2993,Diesel,10.3,5.9,7.5,0.200,73.0,0.189,-,0.185,0.001,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,535d Saloon,A6,2993,Diesel,10.9,6.3,8.0,0.211,70.0,0.141,-,0.212,0.001,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,M5 Saloon,SMG 7,4999,Petrol,22.7,10.2,14.8,0.357,74.0,0.410,0.093,0.057,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,523i Touring - from March 2005,M6,2497,Petrol,12.1,6.7,8.7,0.210,70.0,0.311,0.049,0.014,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,523i Touring - from March 2005,A6,2497,Petrol,13.7,7.1,9.5,0.230,69.0,0.222,0.065,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,525i Touring - from March 2005,M6,2497,Petrol,12.5,6.8,8.9,0.215,72.0,0.359,0.049,0.012,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,525i Touring - from March 2005,A6,2497,Petrol,13.5,7.2,9.5,0.229,71.0,0.196,0.069,0.018,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Touring - from March 2005,M6,2996,Petrol,13.1,6.9,9.2,0.222,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Touring-SMG - from March 2005,M6,2996,Petrol,13.1,6.9,9.2,0.222,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,530i Touring - from March 2005,A6,2996,Petrol,13.3,7.3,9.5,0.230,70.0,0.221,0.069,0.052,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,5 Series E60/E61,535d Touring,A6,2993,Diesel,11.1,6.5,8.2,0.216,70.0,0.141,-,0.212,0.001,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - up to February 2005,M6,2996,Petrol,13.1,6.7,9.0,0.216,73.0,0.359,0.058,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - SMG - up to February 2005,M6,2996,Petrol,13.1,6.7,9.0,0.216,73.0,0.359,0.058,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - up to February 2005,A6,2996,Petrol,13.9,7.0,9.5,0.226,72.0,0.257,0.060,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - from March 2005,M6,2996,Petrol,13.1,6.7,9.0,0.216,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - SMG - from March 2005,M6,2996,Petrol,13.1,6.7,9.0,0.216,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Coupé - from March 2005,A6,2996,Petrol,13.9,7.0,9.5,0.226,72.0,0.221,0.069,0.052,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - up to February 2005,M6,2996,Petrol,13.6,7.3,9.6,0.229,73.0,0.359,0.058,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - SMG - up to February 2005,M6,2996,Petrol,13.6,7.3,9.6,0.229,73.0,0.359,0.058,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - up to February 2005,A6,2996,Petrol,14.2,7.5,9.9,0.238,72.0,0.257,0.060,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - from March 2005,M6,2996,Petrol,13.6,7.3,9.6,0.229,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - SMG - from March 2005,M6,2996,Petrol,13.6,7.3,9.6,0.229,73.0,0.461,0.054,0.024,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,6 Series E63/E64,630i Convertible - from March 2005,A6,2996,Petrol,14.2,7.5,9.9,0.238,72.0,0.221,0.069,0.052,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,730i Saloon - from March 2005,A6,2996,Petrol,14.6,7.5,10.1,0.241,72.0,0.148,0.061,0.037,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,730Li Saloon - from March 2005,A6,2996,Petrol,14.6,7.5,10.1,0.242,72.0,0.148,0.061,0.037,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,730d Saloon - from March 2005,A6,2993,Diesel,11.3,6.4,8.2,0.216,70.0,0.227,-,0.218,0.001,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,740i Saloon - from March 2005,A6,4000,Petrol,16.3,8.2,11.2,0.267,73.0,0.370,0.089,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,740Li Saloon - from March 2005,A6,4000,Petrol,16.3,8.2,11.2,0.268,73.0,0.370,0.089,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,750i Saloon - from March 2005,A6,4799,Petrol,16.9,8.3,11.4,0.271,73.0,0.304,0.069,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,750Li Saloon - from March 2005,A6,4799,Petrol,16.9,8.3,11.4,0.272,73.0,0.304,0.069,0.023,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,760i Saloon - from March 2005,A6,5972,Petrol,20.2,9.5,13.4,0.325,73.0,0.459,0.046,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
BMW,7 Series E65/E66,760Li Saloon - from March 2005,A6,5972,Petrol,20.5,9.7,13.6,0.330,73.0,0.459,0.046,0.038,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C3,C3 1.4i SensoDrive,A5,1360,Petrol,7.6,5.0,6.0,0.143,70.2,0.401,0.052,0.007,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C4,C4 1.4i 16v,M5,1360,Petrol,8.7,5.2,6.4,0.153,71.6,0.440,0.050,0.022,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C4,C4 1.6i 16v,M5,1587,Petrol,9.5,5.7,7.1,0.169,73.1,0.317,0.046,0.012,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C4,C4 1.6 HDi 92 hp,M5,1560,Diesel,5.9,4.1,4.7,0.125,73.4,0.272,-,0.211,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C4,C4 2.0 HDi,M6,1997,Diesel,7.1,4.5,5.4,0.142,74.5,0.258,-,0.164,0.005,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C4,C4 2.0i 16v,A4,1997,Petrol,11.7,6.1,8.1,0.193,72.5,0.814,0.068,0.017,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C5,C5 2.0 16v,M5,1997,Petrol,11.1,6.3,8.0,0.190,71.2,0.912,0.076,0.010,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C5,C5 2.0 16v,A4,1997,Petrol,12.4,6.4,8.6,0.206,70.8,0.767,0.059,0.020,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C5,C5 3.0i V6,A6,2946,Petrol,14.7,7.2,10.0,0.238,70.8,0.444,0.068,0.013,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
CITROEN,C5,C5 2.0 HDi,M6,1997,Diesel,7.8,5.0,6.0,0.158,73.3,0.114,-,0.126,0.001,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
DAIHATSU,New Sirion,M300 1.0L EFi,M5,998,Petrol,6.1,4.4,5.0,0.118,70.0,0.497,0.047,0.005,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
DAIHATSU,New Sirion,M301 1.3L EFi,M5,1298,Petrol,7.5,4.8,5.8,0.137,68.6,0.558,0.055,0.002,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
DAIHATSU,New Sirion,M301 1.3L EFi,A4,1298,Petrol,8.6,5.2,6.4,0.151,69.5,0.452,0.060,0.001,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
DAIHATSU,YRV,M201 1.3L EFi,M5,1298,Petrol,7.8,5.1,6.1,0.145,70.4,0.487,0.049,0.006,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,New Panda,1.3 16v MultiJet,M5,1248,Diesel,5.4,3.7,4.3,0.114,71.0,0.095,-,0.145,0.020,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,New Panda,4 x 4,M5,1242,Petrol,7.9,5.8,6.6,0.156,72.5,0.434,0.053,0.013,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.2 8v Dualogic,A/SAT5,1242,Petrol,6.8,4.7,5.5,0.130,72.0,0.319,0.054,0.013,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.4 16v,M5,1368,Petrol,7.8,5.1,6.1,0.145,74.0,0.602,0.070,0.016,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.4 16v Sporting,M6,1368,Petrol,8.8,5.3,6.6,0.156,70.5,0.575,0.041,0.013,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.8 16v HGT,M5,1747,Petrol,11.5,6.4,8.3,0.197,73.0,0.574,0.058,0.050,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.3 16v MultiJet,M5,1248,Diesel,5.6,3.9,4.5,0.119,73.0,0.197,-,0.207,0.018,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Punto,1.3 16v MultiJet Dualogic,A/SAT5,1248,Diesel,5.4,3.8,4.4,0.117,73.0,0.205,-,0.218,0.022,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Idea,1.4 16v Dualogic,A/SAT5,1368,Petrol,8.3,5.4,6.4,0.153,72.0,0.473,0.061,0.036,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Idea,1.4 16v,M5,1368,Petrol,8.5,5.5,6.6,0.157,72.0,0.448,0.050,0.037,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Idea,1.3 16v MultiJet Dualogic,A/SAT5,1248,Diesel,6.0,4.4,5.0,0.132,73.0,0.174,-,0.232,0.019,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Idea,1.3 16v MultiJet,M5,1248,Diesel,6.2,4.5,5.1,0.135,73.0,0.174,-,0.232,0.019,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Stilo,1.4 16v 3 door,M6,1368,Petrol,8.2,5.5,6.5,0.153,74.0,0.488,0.052,0.020,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Stilo,1.4 16v 5 door,M6,1368,Petrol,8.5,5.7,6.7,0.160,74.0,0.488,0.052,0.020,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Stilo,1.8 16v 3 door,M5,1747,Petrol,11.3,6.1,8.0,0.190,72.0,0.274,0.038,0.043,-,dumb,Part_A_Euro_IV_may2006.csv from http://www.vcacarfueldata.org.uk/downloads/
FIAT,Stilo,1.8 16v 5 door,M5,1747,Petrol,11.5,6.2,8.1,0.194,72.0,0.274,0.038,0.043,-,dumb,Part_A_Euro_IV_may2005.csv from http://www.vcacarfueldata.org.uk/downloads/
