manufacturer,model,description,transmission,engineCapacityCc,fuelType,litresPer100kmUrban,litresPer100kmExtraUrban,litresPer100kmCombined,kgCO2PerKm,noiseLeveldBA,gCOPerKm,gHCPerKm,gNOxPerKm,gParticulatesPerKm,units,source
SAAB,9-3 MY2007 5 Door Estate,1.8i,M5,1796,Petrol,10.5,6.1,7.8,0.185,73.0,0.470,0.030,0.020,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 LPT,M5,1998,Petrol,11.3,6.0,7.9,0.189,73.0,0.540,0.040,0.010,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 LPT,A5,1998,Petrol,13.4,6.8,9.2,0.221,72.0,0.620,0.090,0.030,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 T,M6,1998,Petrol,11.5,6.4,8.3,0.197,73.0,0.650,0.060,0.010,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 T,A5,1998,Petrol,13.7,7.2,9.6,0.230,73.0,0.430,0.060,0.020,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 TS,M6,1998,Petrol,12.1,6.8,8.8,0.210,74.0,0.770,0.050,0.020,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.0 TS,A5,1998,Petrol,14.7,7.0,9.8,0.235,74.0,0.790,0.060,0.020,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.8 TS,M6,2792,Petrol,15.5,7.4,10.4,0.250,72.0,0.268,0.061,0.044,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,2.8 TS,A6,2792,Petrol,17.2,7.4,11.0,0.264,73.0,0.212,0.072,0.036,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,1.9 TIDS,M6,1910,Diesel,7.8,4.8,5.9,0.159,74.0,0.091,-,0.187,0.001,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,1.9 TIDS,A6,1910,Diesel,10.0,5.6,7.2,0.194,72.0,0.051,-,0.189,0.002,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-3 MY2007 5 Door Estate,1.9 TID,M6,1910,Diesel,7.3,4.5,5.5,0.149,73.0,0.181,-,0.230,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 4 Door Saloon,2.0 LPT with Tuning Kit,M5,1985,Petrol,13.5,7.2,9.5,0.228,72.0,0.540,0.040,0.010,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 4 Door Saloon,2.0 LPT with Tuning Kit,A5,1985,Petrol,16.0,7.6,10.7,0.255,70.0,0.400,0.050,0.020,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 4 Door Saloon,1.9 TIDS,M5,1910,Diesel,8.6,5.2,6.4,0.174,73.0,0.201,-,0.175,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 4 Door Saloon,1.9 TIDS,A5,1910,Diesel,10.2,5.7,7.4,0.199,74.0,0.014,-,0.205,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.0 LPT,M5,1985,Petrol,12.1,6.6,8.6,0.204,72.0,0.489,0.041,0.042,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.0 LPT,A5,1985,Petrol,14.9,7.6,10.3,0.244,69.0,0.449,0.036,0.014,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 LPT,M5,2290,Petrol,12.8,6.6,8.9,0.212,72.0,0.217,0.020,0.015,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 LPT,A5,2290,Petrol,14.8,7.2,10.0,0.238,70.0,0.332,0.035,0.021,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 T,M5,2290,Petrol,12.9,6.6,8.9,0.213,73.0,0.411,0.031,0.016,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 T,A5,2290,Petrol,15.4,7.1,10.2,0.244,72.0,0.372,0.036,0.013,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 TS,M5,2290,Petrol,12.9,6.6,8.9,0.213,73.0,0.411,0.031,0.016,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,2.3 TS,A5,2290,Petrol,15.4,7.1,10.2,0.244,73.0,0.372,0.036,0.013,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,1.9 TIDS,M5,1910,Diesel,8.6,5.2,6.4,0.174,73.0,0.201,-,0.175,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 4 Door Saloon,1.9 TIDS,A5,1910,Diesel,10.2,5.7,7.4,0.199,74.0,0.014,-,0.205,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 5 Door Estate,2.0 LPT with Tuning Kit,M5,1985,Petrol,13.6,7.0,9.4,0.225,72.0,0.540,0.040,0.010,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 5 Door Estate,2.0 LPT with Tuning Kit,A5,1985,Petrol,15.9,7.9,10.8,0.258,70.0,0.400,0.050,0.020,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 5 Door Estate,1.9 TIDS,M5,1910,Diesel,9.0,5.6,6.8,0.184,73.0,0.201,-,0.175,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2006 5 Door Estate,1.9 TIDS,A5,1910,Diesel,10.4,5.9,7.6,0.204,74.0,0.014,-,0.205,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.0 LPT,M5,1985,Petrol,12.5,6.9,9.0,0.214,72.0,0.489,0.041,0.042,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.0 LPT,A5,1985,Petrol,15.1,7.9,10.6,0.251,69.0,0.449,0.036,0.014,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 LPT,M5,2290,Petrol,13.0,6.8,9.1,0.217,72.0,0.217,0.020,0.015,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 LPT,A5,2290,Petrol,15.1,7.6,10.3,0.246,70.0,0.332,0.035,0.021,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 T,M5,2290,Petrol,12.4,6.8,8.9,0.214,73.0,0.411,0.031,0.016,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 T,A5,2290,Petrol,15.4,7.1,10.2,0.244,72.0,0.372,0.036,0.013,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 TS,M5,2290,Petrol,12.4,6.8,8.9,0.214,73.0,0.411,0.031,0.016,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,2.3 TS,A5,2290,Petrol,15.4,7.1,10.2,0.244,73.0,0.372,0.036,0.013,-,dumb,Part_A_Euro_IV_may2008.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,1.9 TIDS,M5,1910,Diesel,9.0,5.6,6.8,0.184,73.0,0.201,-,0.175,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SAAB,9-5 MY2007 5 Door Estate,1.9 TIDS,A5,1910,Diesel,10.4,5.9,7.6,0.204,74.0,0.014,-,0.205,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.2 12V (70 PS),M5,1198,Petrol,7.8,5.1,5.9,0.139,72.0,0.500,0.038,0.012,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.4 16V (75 PS),A4,1390,Petrol,10.2,5.9,7.5,0.178,71.0,0.280,0.061,0.037,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.4 16V (85 PS),M5,1390,Petrol,8.6,5.3,6.5,0.154,72.0,0.250,0.056,0.023,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.8 20V T (150 PS),M5,1781,Petrol,10.8,6.0,7.8,0.180,72.0,0.401,0.048,0.040,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.8 20V T (180 PS),M6,1781,Petrol,10.9,6.1,7.9,0.180,70.0,0.481,0.038,0.028,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),2.0 TFSI (200 PS) DSG,D6,1984,Petrol,10.9,6.3,7.9,0.190,69.0,0.276,0.056,0.017,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.4 TDI PD (80 PS),M5,1422,Diesel,5.7,4.1,4.6,0.124,71.0,0.067,-,0.197,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.9 TDI PD (100 PS ),M5,1896,Diesel,6.4,4.0,4.9,0.132,72.0,0.302,-,0.174,0.012,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.9 TDI PD (130 PS),M6,1896,Diesel,6.8,4.3,5.2,0.139,73.0,0.172,-,0.191,0.018,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Ibiza (from NOV 06 Wk 45 >),1.9 TDI PD (160 PS),M6,1896,Diesel,7.1,4.6,5.5,0.146,72.0,0.156,-,0.241,0.023,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),1.6 (102 PS),M5,1595,Petrol,10.4,6.0,7.6,0.183,74.0,0.419,0.053,0.040,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 FSI (150 PS),M6,1984,Petrol,11.3,6.4,8.2,0.197,72.0,0.203,0.043,0.040,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 FSI (150 PS) Tiptronic,A6,1984,Petrol,12.0,6.3,8.4,0.200,72.0,0.277,0.070,0.043,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TFSI (200 PS),M6,1984,Petrol,11.0,6.2,7.9,0.190,72.0,0.260,0.046,0.011,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TFSI (240 PS),M6,1984,Petrol,11.4,6.5,8.3,0.199,73.0,0.395,0.077,0.017,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),1.9 TDI (105 PS),M5,1896,Diesel,6.5,4.3,5.0,0.135,70.0,0.051,-,0.191,0.023,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TDI (140 PS),M6,1968,Diesel,7.4,4.6,5.6,0.151,73.0,0.024,-,0.186,0.017,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TDI (140 PS) with DPF,M6,1968,Diesel,7.5,4.7,5.7,0.154,73.0,0.030,-,0.189,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.3,4.9,5.8,0.157,71.0,0.062,-,0.221,0.022,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Leon (from NOV 06 Wk 45 >),2.0 TDI (140 PS) DSG with DPF,D6,1968,Diesel,7.9,5.2,6.3,0.169,70.0,0.060,-,0.200,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),1.6 (102 PS),M5,1595,Petrol,10.5,6.1,7.7,0.185,74.0,0.391,0.049,0.043,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 FSI (150 PS),M6,1984,Petrol,11.4,6.6,8.3,0.200,73.0,0.242,0.064,0.037,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 FSI (150 PS) Tiptronic,A6,1984,Petrol,12.7,6.7,8.9,0.214,72.0,0.200,0.050,0.037,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 TFSI (200 PS),M6,1984,Petrol,11.1,6.4,8.1,0.194,72.0,0.257,0.047,0.012,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 TFSI (200 PS) DSG,D6,1984,Petrol,11.2,6.4,8.1,0.194,70.0,0.270,0.054,0.018,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.5,5.4,0.146,71.0,0.051,-,0.191,0.023,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 TDI (140 PS),M6,1968,Diesel,7.6,4.8,5.9,0.157,73.0,0.058,-,0.204,0.024,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.5,5.1,6.0,0.160,73.0,0.191,-,0.172,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea (from NOV 06 Wk 45 >),2.0 TDI (170 PS) with DPF,M6,1968,Diesel,8.0,5.2,6.2,0.167,74.0,0.058,-,0.211,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),1.6 (102 PS),M5,1595,Petrol,10.6,6.2,7.8,0.187,74.0,0.391,0.049,0.043,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),1.8 TFSI (160 PS) Tiptronic,A6,1781,Petrol,10.5,6.2,7.7,0.183,73.0,0.290,0.034,0.026,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),2.0 FSI (150 PS) Tiptronic,A6,1984,Petrol,12.7,6.7,8.9,0.214,71.0,0.200,0.050,0.037,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.5,5.4,0.146,73.0,0.051,-,0.191,0.023,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),2.0 TDI (140 PS),M6,1968,Diesel,7.7,4.8,5.9,0.157,73.0,0.153,-,0.235,0.025,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.7,5.1,6.0,0.162,73.0,0.191,-,0.172,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Altea XL (from NOV 06 Wk 45 >),2.0 TDI (170 PS) with DPF,M6,1968,Diesel,8.1,5.3,6.3,0.170,74.0,0.058,-,0.211,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Toledo (from NOV 06 Wk 45>),1.6 (102 PS),M5,1595,Petrol,10.5,6.1,7.7,0.185,74.0,0.391,0.049,0.043,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Toledo (from NOV 06 Wk 45>),1.9 TDI (105 PS),M5,1896,Diesel,6.9,4.5,5.4,0.146,73.0,0.051,-,0.191,0.023,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Toledo (from NOV 06 Wk 45>),2.0 TDI (140 PS),M6,1968,Diesel,7.6,4.8,5.9,0.157,73.0,0.058,-,0.204,0.024,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Toledo (from NOV 06 Wk 45>),2.0 TDI (140 PS) DSG,D6,1968,Diesel,7.5,5.1,6.0,0.160,73.0,0.191,-,0.172,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra (from NOV 06 Wk 45 >),2.0 (115 PS),M6,1984,Petrol,12.8,7.4,9.4,0.223,74.0,0.814,0.067,0.070,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra (from NOV 06 Wk 45 >),1.9 TDI (115 PS),M6,1896,Diesel,8.0,5.6,6.5,0.172,73.0,0.196,-,0.289,0.025,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra (from NOV 06 Wk 45 >),1.9 TDI (115 PS) Tiptronic,A6,1896,Diesel,10.0,5.9,7.4,0.196,72.0,0.024,-,0.330,0.049,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SEAT,Alhambra (from NOV 06 Wk 45 >),2.0 TDI (140 PS),M6,1968,Diesel,8.3,5.7,6.6,0.175,75.0,0.020,-,0.307,0.037,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.2 HTP 54bhp,M5,1198,Petrol,7.7,4.8,5.9,0.140,73.0,0.694,0.046,0.022,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.2 12V 64bhp,M5,1198,Petrol,7.7,4.9,5.9,0.140,0.7,0.563,0.050,0.032,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.4 16V 75bhp,A4,1390,Petrol,10.3,6.0,7.6,0.182,70.0,0.028,0.061,0.044,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.4 16V 100bhp,M5,1390,Petrol,8.9,5.3,6.6,0.158,73.0,0.310,0.064,0.042,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.4 TDI PD 70bhp,M5,1422,Diesel,5.9,4.1,4.7,0.124,73.0,0.020,-,0.204,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.4 TDI PD 80bhp,M5,1422,Diesel,5.7,4.1,4.6,0.120,72.0,0.067,-,0.197,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),1.9 TDI PD 100bhp,M5,1896,Diesel,6.4,4.0,4.9,0.129,74.0,0.302,-,0.174,0.012,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Hatchback (from NOV 06 Wk 45>),vRS 1.9 TDI PD 130bhp,M6,1896,Diesel,6.9,4.4,5.3,0.140,74.0,0.172,-,0.191,0.018,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.2 12V 64bhp 4 and 5 seat,M5,1198,Petrol,7.9,5.1,6.1,0.145,73.0,0.563,0.049,0.013,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 16V 75bhp 4 and 5 seat,A4,1390,Petrol,10.3,6.0,7.6,0.182,70.0,0.280,0.061,0.044,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 16V 80bhp 4 seat,M5,1390,Petrol,8.6,5.3,6.5,0.154,72.0,0.184,0.047,0.035,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 16V 100bhp 4 seat,M5,1390,Petrol,8.9,5.3,6.6,0.158,73.0,0.310,0.064,0.042,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 16V 100bhp 5 seat,M5,1390,Petrol,9.1,5.5,6.8,0.163,73.0,0.310,0.064,0.042,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 TDI PD 70bhp 4 and 5 seat,M5,1422,Diesel,5.9,4.1,4.7,0.124,73.0,0.020,-,0.204,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 TDI PD 80bhp 4 and 5 seat,M5,1422,Diesel,5.7,4.1,4.6,0.120,72.0,0.067,-,0.197,0.020,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Fabia Estate (from NOV 06 Wk 45>),1.4 TDI PD 100bhp 4 and 5 seat,M5,1896,Diesel,6.4,4.0,4.9,0.129,74.0,0.302,-,0.174,0.012,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),1.4 16V 80bhp,M5,1390,Petrol,9.6,5.6,7.0,0.167,73.0,0.187,0.058,0.020,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),1.6 FSI 115bhp,M5,1598,Petrol,8.7,5.4,6.6,0.158,74.0,0.064,0.019,0.029,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),1.6 FSI 115bhp Tiptronic,A6,1598,Petrol,10.6,5.9,7.6,0.181,71.0,0.157,0.030,0.049,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),2.0 FSI 150bhp,M6,1984,Petrol,10.4,6.0,7.6,0.181,72.0,0.308,0.053,0.042,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),2.0 FSI 150bhp Tiptronic,A6,1984,Petrol,11.8,6.3,8.3,0.198,73.0,0.179,0.052,0.043,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),vRS 2.0T FSI 200bhp,M6,1984,Petrol,10.9,6.2,7.9,0.188,75.0,0.356,0.060,0.024,-,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),1.9 TDI PD 105bhp,M5,1896,Diesel,6.3,4.2,4.9,0.130,74.0,0.041,-,0.191,0.021,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
SKODA,Octavia Hatchback (from NOV 06 Wk 45>),1.9 TDI PD 105bhp with DPF,M5,1896,Diesel,6.4,4.4,5.1,0.135,73.0,0.228,-,0.164,0.001,dumb,Part_A_Euro_IV_may2007.csv from http://www.vcacarfueldata.org.uk/downloads/
